SFinal,TipoDes,ExG,GEtario,Sexo,BTRV,BFA,BFPT,BPDT,NEdu,MáxNFPT,OcuEco,TipoBIE,EISUN,PSS,TipoASS,Pareja,Hijos,Gfam,TipoVivienda,SerPúb,RegSalud
Fracaso,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,8,Finca,Sí,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,3,Habitación,Sí,C - CONTRIBUTIVO
Fracaso,Individual,ELN,Entre 26 y 40 años,Femenino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa-Lote,Sí,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,Embeller Esp Pub,No,0,4,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,0,2,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sin Información,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,3,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,Vinculado a Ser Soc,Embeller Esp Pub,Sí,5,7,Rancho,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,0,2,Casa-Lote,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,1,3,Rancho,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Desocupados,No Aplica,No Aplica,Posee Certif Ser Soc,Multiplicar Conocimiento,No,0,2,Apartamento,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Habitación,Sí,No posee
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Desocupados,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Habitación,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,2,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Auxiliar,Desocupados,No Aplica,No Aplica,Vinculado a Ser Soc,Multiplicar Conocimiento,Sí,2,4,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Desocupados,No Aplica,No Aplica,Posee Certif Ser Soc,Aporte habilidades Especiales,No,1,2,Habitación,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,Aporte habilidades Especiales,Sí,1,3,Otro tipo de vivienda ,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,Complementario,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,0,3,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Apartamento,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Desocupados,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,3,5,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,Complementario,Desocupados,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Apartamento,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Bachiller,Auxiliar,No Aplica,No Aplica,No Aplica,Vinculado a Ser Soc,Generación de espacios,Sí,0,2,Habitación,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Semicalificado,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Habitación,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,Sí,0,3,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,Embeller Esp Pub,Sí,3,5,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,2,5,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,1,3,Casa,No,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,Sí,3,5,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Finca,No,S - SUBSIDIADO
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,5,7,Apartamento,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,Sí,2,4,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,0,2,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,Sí,No,No,Sí,Básica Primaria,No Aplica,No Aplica,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,No,1,2,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,Complementario,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,Acompañar Salud y Aliment,No,0,1,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,2,4,Habitación,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Cuarto(s),No,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Habitación,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,7,9,Otro tipo de vivienda ,No,S - SUBSIDIADO
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,No Aplica,No Aplica,No Aplica,Vinculado a Ser Soc,Embeller Esp Pub,Sí,0,2,Vivienda (casa) indígena,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Complementario,No Aplica,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Multiplicar Conocimiento,Sí,3,5,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Auxiliar,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Complementario,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,1,2,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,2,3,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Femenino,No,No,No,No,Básica Secundaria,Complementario,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,No,3,4,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,No Aplica,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Bachiller,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,0,2,Casa,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,Complementario,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,4,6,Casa,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,Sí,No,No,Sí,Bachiller,Complementario,No Aplica,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Apartamento,Sí,No posee
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,3,5,Casa,No,No posee
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,Operario,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,0,2,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,Sí,No,No,Sí,Bachiller,Operario,No Aplica,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,2,Apartamento,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,Sí,No,No,Sí,Bachiller,Complementario,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,Sí,No posee
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,Sí,Sí,No,Sí,Básica Primaria,No Aplica,No Aplica,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,No Aplica,No Aplica,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,4,6,Casa,No,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Aporte habilidades Especiales,No,0,1,Apartamento,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Apartamento,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,2,Casa,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Semicalificado,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,No,1,3,Casa,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,Sí,3,5,Habitación,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Habitación,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,No,2,3,Rancho,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Aporte habilidades Especiales,No,0,8,Apartamento,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Bachiller,Auxiliar,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Generación de espacios,No,0,1,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,No,0,1,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,Plan de Negocio,Cerrado,No Vinculado Ser Social,No Aplica,Sí,0,2,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Habitación,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Vinculado a Ser Soc,Embeller Esp Pub,No,0,1,Habitación,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,5,7,Rancho,No,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Acompañar Salud y Aliment,No,0,1,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Habitación,No,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,2,Habitación,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,4,6,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa-Lote,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Vinculado a Ser Soc,Embeller Esp Pub,Sí,1,3,Cuarto(s),No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Finca,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Finca,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,3,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Operario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,2,4,Casa,Sí,S - SUBSIDIADO
Fracaso,Individual,ELN,Entre 41 y 60 años,Femenino,No,No,No,No,Alfabetización,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Habitación,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Apartamento,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Habitación,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Habitación,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Femenino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Apartamento,Sí,C - CONTRIBUTIVO
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,3,5,Casa,Sí,C - CONTRIBUTIVO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,Sí,8,10,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Finca,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Aporte habilidades Especiales,No,0,2,Apartamento,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,3,Apartamento,Sí,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,Plan de Negocio,Cerrado,No Vinculado Ser Social,No Aplica,Sí,1,3,Finca,No,No posee
Fracaso,Individual,ELN,Entre 41 y 60 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,No Aplica,No Aplica,Vinculado a Ser Soc,Embeller Esp Pub,No,1,2,Casa,Sí,No posee
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,No,S - SUBSIDIADO
Fracaso,Individual,FARC,Entre 41 y 60 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,No Vinculado Ser Social,No Aplica,No,0,1,Casa,No,S - SUBSIDIADO
